angle,    6,    8,   10,   12,   14,   16,   20
43,    3.24, 3.96, 4.51, 4.99, 5.29, 5.41, 5.46
52,    4.96, 5.94, 6.76, 7.27, 7.53, 7.66, 7.74
60,	   5.25, 6.24, 7.04, 7.47, 7.72, 7.87, 7.99
75,	   5.47, 6.50, 7.25, 7.63, 7.89, 8.10, 8.42
90,	   5.62, 6.82, 7.54, 7.90, 8.08, 8.21, 8.68
110,   5.65, 6.89, 7.61, 8.01, 8.39, 8.77, 9.22
120,   5.48, 6.67, 7.48, 7.92, 8.31, 8.74, 9.59
135,   4.92, 6.06, 7.04, 7.62, 8.00, 8.39, 9.24
150,   4.16, 5.24, 6.17, 6.95, 7.44, 7.77, 8.33
